paid_status,status,Age,gender,education,married_status,city,province,agerange,salary,civil,appcount,phonegrade,simstrength
Pending Payment,1,28,Male,Self Employed,Unmarried,Aurangabad,MAHARASHTRA,25-35,4,571,8,4,3
Paid,0,32,Male,Post Graduate,Married,Belgaum,KARNATAKA,25-35,5,763,1,2,3
Paid,0,33,Male,Self Employed,Married,Warangal,Telangana,25-35,4,785,8,1,1
Paid,0,29,Male,10th-12th,Married,Bhavnagar,GUJARAT,25-35,4,778,5,2,1
Pending Payment,1,29,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,613,6,2,5
Paid,0,26,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,25-35,4,780,3,5,2
Paid,0,32,Male,10th-12th,Married,Guntur,ANDHRA PRADESH,25-35,4,620,2,4,3
Paid,0,33,Male,Post Graduate,Unmarried,Chennai City Corporation,TAMIL NADU,25-35,5,764,4,3,1
Paid,0,25,Male,Self Employed,Unmarried,Bangalore South,KARNATAKA,25-35,4,756,6,2,2
Paid,0,31,Male,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,4,639,5,5,2
Paid,0,27,Male,Post Graduate,Married,North Solapur,MAHARASHTRA,25-35,3,744,1,3,2
Paid,0,30,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,5,636,4,5,2
Paid,0,31,Male,Post Graduate,Unmarried,Mysore,KARNATAKA,25-35,4,739,8,1,3
Paid,0,29,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,25-35,4,612,8,2,2
Paid,0,38,Male,Graduate,Married,Thane,MAHARASHTRA,>35,4,790,7,5,1
Paid,0,32,Male,10th-12th,Unmarried,Indore,MADHYA PRADESH,25-35,4,577,2,2,2
Paid,0,24,Male,Self Employed,Unmarried,Kamrej,GUJARAT,<25,4,555,4,3,3
Paid,0,25,Male,Post Graduate,Unmarried,City Ahmedabad,GUJARAT,25-35,4,653,8,3,1
Paid,0,37,Male,Post Graduate,Married,Tiruchirappalli,TAMIL NADU,>35,4,578,4,2,3
Paid,0,33,Male,Self Employed,Married,Vijayawada (Urban),ANDHRA PRADESH,25-35,6,775,2,1,3
Pending Payment,1,29,Male,Graduate,Married,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,591,2,2,5
Pending Payment,1,30,Male,Post Graduate,Married,Bangalore North,KARNATAKA,25-35,5,527,5,1,4
Paid,0,31,Male,Post Graduate,Married,Kangeyam,TAMIL NADU,25-35,5,674,4,5,1
Paid,0,22,Male,Post Graduate,Unmarried,Haveli,MAHARASHTRA,<25,3,570,5,2,1
Paid,0,36,Male,Graduate,Married,NA,TAMIL NADU,>35,5,667,4,3,2
Paid,0,23,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,<25,4,719,7,1,3
Paid,0,22,Male,Graduate,Unmarried,Surat City,GUJARAT,<25,3,594,2,5,3
Pending Payment,1,26,Male,Graduate,Married,NA,MAHARASHTRA,25-35,4,631,5,2,4
Pending Payment,1,29,Male,Post Graduate,Married,Vadodara,GUJARAT,25-35,4,556,8,2,4
Pending Payment,1,24,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,<25,4,552,8,2,4
Paid,0,30,Male,Post Graduate,Married,Tiruppur,TAMIL NADU,25-35,4,747,2,3,2
Paid,0,37,Male,Self Employed,Married,Vasai,MAHARASHTRA,>35,4,604,5,5,2
Paid,0,22,Male,Post Graduate,Unmarried,Chennai City Corporation,TAMIL NADU,<25,4,716,7,5,3
Paid,0,32,Male,Post Graduate,Married,Jaipur,RAJASTHAN,25-35,4,787,5,4,3
Pending Payment,1,23,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,<25,4,538,4,4,5
Paid,0,22,Male,Self Employed,Unmarried,Bangalore South,KARNATAKA,<25,4,790,1,1,1
Paid,0,32,Male,Graduate,Married,Gmc,ASSAM,25-35,4,732,3,2,3
Pending Payment,1,24,Male,Post Graduate,Unmarried,Chincholi,KARNATAKA,<25,4,514,4,5,5
Paid,0,32,Male,Graduate,Unmarried,Satara,MAHARASHTRA,25-35,4,690,5,2,2
Paid,0,29,Female,Post Graduate,Married,Coimbatore South,TAMIL NADU,25-35,5,579,8,2,1
Paid,0,22,Male,Graduate,Unmarried,Jaipur,RAJASTHAN,<25,4,768,6,2,1
Paid,0,29,Male,Post Graduate,Unmarried,Vadodara,GUJARAT,25-35,5,683,2,5,1
Pending Payment,1,25,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,5,564,4,2,4
Paid,0,25,Male,Post Graduate,Unmarried,Anantapur,ANDHRA PRADESH,25-35,4,744,2,1,2
Paid,0,31,Male,Post Graduate,Unmarried,Nagpur,MAHARASHTRA,25-35,4,796,3,4,1
Paid,0,27,Male,Self Employed,Unmarried,Hyderabad,Telangana,25-35,4,606,5,2,1
Paid,0,36,Male,Graduate,Unmarried,Thane,MAHARASHTRA,>35,4,617,5,5,2
Paid,0,24,Male,Post Graduate,Unmarried,Amravati,MAHARASHTRA,<25,6,648,8,2,3
Pending Payment,1,31,Male,Self Employed,Unmarried,Aurangabad,MAHARASHTRA,25-35,4,562,5,5,5
Pending Payment,1,25,Male,Post Graduate,Unmarried,Nashik,MAHARASHTRA,25-35,4,558,2,3,5
Paid,0,29,Male,Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,5,663,2,3,3
Paid,0,31,Male,Post Graduate,Married,Daskroi,GUJARAT,25-35,5,710,3,1,2
Paid,0,32,Male,Post Graduate,Unmarried,Jabalpur,MADHYA PRADESH,25-35,4,788,1,5,1
Pending Payment,1,24,Male,Graduate,Unmarried,Chennai,TAMIL NADU,<25,3,640,7,3,3
Paid,0,36,Female,Post Graduate,Unmarried,Pune City,MAHARASHTRA,>35,5,631,2,3,3
Paid,0,33,Female,Graduate,Married,Chennai City Corporation,TAMIL NADU,25-35,4,700,1,1,3
Pending Payment,1,36,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,>35,4,598,6,4,5
Pending Payment,1,30,Female,10th-12th,Married,Mumbai,MAHARASHTRA,25-35,4,641,3,4,5
Paid,0,28,Male,Post Graduate,Married,Bangalore North,KARNATAKA,25-35,4,711,3,3,2
Pending Payment,1,36,Male,Post Graduate,Married,Ponnuru,ANDHRA PRADESH,>35,3,574,5,1,3
Paid,0,25,Male,Post Graduate,Unmarried,Krishna,ANDHRA PRADESH,25-35,4,568,8,1,3
Paid,0,25,Male,10th-12th,Married,Surat City,GUJARAT,25-35,4,704,8,2,1
Pending Payment,1,34,Male,Post Graduate,Married,Bangalore North,KARNATAKA,25-35,4,611,8,4,4
Paid,0,23,Female,Self Employed,Unmarried,Borivlai East,MAHARASHTRA,<25,5,707,2,3,1
Paid,0,40,Male,Graduate,Married,Chorasi,GUJARAT,>35,5,641,4,5,1
Paid,0,29,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,698,8,3,3
Paid,0,31,Male,Self Employed,Unmarried,Bangalore South,KARNATAKA,25-35,4,723,7,3,3
Paid,0,27,Male,Post Graduate,Married,Bangalore North,KARNATAKA,25-35,6,661,3,4,1
Paid,0,29,Male,Post Graduate,Unmarried,Cuddalore,TAMIL NADU,25-35,4,640,4,3,2
Paid,0,23,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,<25,4,573,2,5,1
Paid,0,31,Male,Graduate,Married,Chembur,MAHARASHTRA,25-35,4,550,3,1,1
Paid,0,32,Male,Self Employed,Unmarried,Hiriyur,KARNATAKA,25-35,5,629,5,5,1
Pending Payment,1,31,Female,Post Graduate,Unmarried,Ahmadabad City,GUJARAT,25-35,4,611,6,4,5
Paid,0,28,Female,Post Graduate,Unmarried,Thane,MAHARASHTRA,25-35,4,614,2,4,2
Paid,0,32,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,5,576,3,2,2
Paid,0,24,Male,Graduate,Unmarried,Bangalore South,KARNATAKA,<25,4,694,6,5,3
Pending Payment,1,23,Male,Post Graduate,Unmarried,Proddatur,ANDHRA PRADESH,<25,4,542,5,1,3
Paid,0,34,Male,Self Employed,Married,Visakhapatnam,Andhra Pradesh,25-35,4,693,2,1,2
Paid,0,32,Male,10th-12th,Married,Daskroi,GUJARAT,25-35,4,751,5,2,2
Paid,0,30,Male,Post Graduate,Married,Hyderabad,Telangana,25-35,4,569,4,2,2
Paid,0,29,Male,Post Graduate,Unmarried,Mysore,KARNATAKA,25-35,5,698,6,4,3
Paid,0,27,Male,10th-12th,Married,Bangalore North,KARNATAKA,25-35,6,728,5,1,2
Paid,0,28,Female,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,556,7,4,1
Pending Payment,1,33,Male,10th-12th,Unmarried,Poonamallee,TAMIL NADU,25-35,4,534,2,5,4
Paid,0,36,Male,NA,Married,Pune City,MAHARASHTRA,>35,5,734,3,5,1
Paid,0,25,Male,Graduate,Unmarried,Aluva,KERALA,25-35,4,554,2,3,2
Paid,0,30,Male,Post Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,4,643,1,2,3
Paid,0,32,Male,10th-12th,Married,Tiruppur,Tamil Nadu,25-35,4,703,4,4,3
Paid,0,29,Male,Graduate,Unmarried,Kamrej,GUJARAT,25-35,4,671,1,5,3
Pending Payment,1,31,Male,Post Graduate,Unmarried,Jaipur,Rajasthan,25-35,4,584,6,3,4
Paid,0,36,Male,Graduate,Married,Rabale,MAHARASHTRA,>35,5,673,3,2,2
Paid,0,33,Male,Post Graduate,Unmarried,Surat,Gujarat,25-35,4,687,6,3,1
Paid,0,27,Male,Self Employed,Married,Hyderabad,Telangana,25-35,6,737,2,4,3
Pending Payment,1,26,Male,Post Graduate,Unmarried,Chennai City Corporation,TAMIL NADU,25-35,4,598,7,4,5
Paid,0,30,Male,Self Employed,Unmarried,Karur,TAMIL NADU,25-35,4,774,1,4,2
Paid,0,38,Male,Self Employed,Unmarried,Indore,MADHYA PRADESH,>35,5,662,1,2,3
Paid,0,26,Male,Post Graduate,Unmarried,Jaipur,RAJASTHAN,25-35,6,694,3,4,3
Paid,0,26,Male,Graduate,Unmarried,Chennai,Tamil Nadu,25-35,4,788,1,1,3
Paid,0,40,Male,Graduate,Married,Mumbai,MAHARASHTRA,>35,4,788,2,3,1
Paid,0,38,Male,Graduate,Unmarried,Surat City,GUJARAT,>35,4,761,3,3,2
Paid,0,32,Male,Post Graduate,Unmarried,Dadar,MAHARASHTRA,25-35,5,554,7,3,2
Paid,0,24,Male,Graduate,Unmarried,Anekal,KARNATAKA,<25,5,715,1,3,3
Paid,0,26,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,25-35,5,639,4,5,3
Paid,0,23,Male,Graduate,Unmarried,Surat,Gujarat,<25,4,581,1,3,2
Paid,0,28,Male,Post Graduate,Unmarried,Nagpur,MAHARASHTRA,25-35,3,613,1,2,2
Paid,0,25,Male,Post Graduate,Unmarried,Pedanandipadu,ANDHRA PRADESH,25-35,4,570,7,1,1
Paid,0,34,Male,Post Graduate,Unmarried,Hubli,KARNATAKA,25-35,4,558,4,5,3
Paid,0,30,Male,Post Graduate,Married,Gird,MADHYA PRADESH,25-35,4,722,8,1,3
Paid,0,24,Male,Graduate,Married,Coimbatore South,TAMIL NADU,<25,4,562,5,5,2
Paid,0,24,Male,Graduate,Unmarried,Malad East,MAHARASHTRA,<25,4,773,8,1,2
Paid,0,27,Male,Graduate,Married,Krishna,ANDHRA PRADESH,25-35,4,551,3,4,1
Paid,0,34,Male,Self Employed,Married,Bangalore North,KARNATAKA,25-35,5,761,4,2,3
Paid,0,26,Male,Post Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,4,717,2,3,3
Paid,0,30,Male,Post Graduate,Unmarried,Aurangabad,MAHARASHTRA,25-35,6,755,2,4,2
Pending Payment,1,32,Male,10th-12th,Unmarried,Chembur,MAHARASHTRA,25-35,4,588,4,1,5
Paid,0,34,Female,Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,4,792,1,4,3
Paid,0,25,Male,10th-12th,Unmarried,Kodumur,ANDHRA PRADESH,25-35,4,585,3,3,1
Paid,0,26,Male,Graduate,Unmarried,Nagpur (Urban),MAHARASHTRA,25-35,3,619,2,5,1
Pending Payment,1,25,Male,Self Employed,Unmarried,Bhubaneswar,ODISHA,25-35,4,506,8,1,4
Paid,0,29,Male,Graduate,Unmarried,Surat City,GUJARAT,25-35,4,744,7,2,1
Paid,0,31,Male,Graduate,Married,Poonamallee,TAMIL NADU,25-35,4,569,2,3,3
Pending Payment,1,32,Male,Graduate,Married,Bangalore South,KARNATAKA,25-35,4,603,3,5,4
Paid,0,25,Male,Post Graduate,Unmarried,Mysore,Karnataka,25-35,4,739,7,4,2
Paid,0,25,Male,Graduate,Unmarried,Vadodara,GUJARAT,25-35,3,738,7,3,2
Pending Payment,1,25,Male,Self Employed,Unmarried,Chennai City Corporation,TAMIL NADU,25-35,4,540,8,1,5
Paid,0,30,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,6,652,5,5,1
Paid,0,25,Male,Graduate,Unmarried,Surat City,GUJARAT,25-35,4,573,6,3,1
Paid,0,23,Male,Post Graduate,Unmarried,Jaipur,RAJASTHAN,<25,4,563,6,3,1
Pending Payment,1,29,Male,Graduate,Unmarried,Belgaum,KARNATAKA,25-35,4,542,8,2,4
Paid,0,38,Male,Graduate,Married,Coimbatore North,TAMIL NADU,>35,5,636,4,2,3
Pending Payment,1,31,Male,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,4,500,5,2,3
Paid,0,32,Male,Graduate,Married,Ahmedabad,Gujarat,25-35,3,614,3,3,1
Paid,0,30,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,6,624,4,2,1
Paid,0,36,Male,Graduate,Married,Salem,TAMIL NADU,>35,4,614,7,1,2
Paid,0,29,Male,Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,3,797,5,3,3
Paid,0,32,Male,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,5,623,7,3,1
Pending Payment,1,25,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,639,6,4,4
Paid,0,22,Male,Post Graduate,Unmarried,NA,TAMIL NADU,<25,4,629,7,2,3
Paid,0,24,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,<25,4,697,1,4,3
Pending Payment,1,33,Male,Post Graduate,Married,Nagpur,MAHARASHTRA,25-35,4,648,1,5,3
Paid,0,34,Male,Graduate,Married,Hinganghat,MAHARASHTRA,25-35,4,683,1,5,1
Paid,0,34,Male,Self Employed,Unmarried,Salem,TAMIL NADU,25-35,4,577,6,2,3
Paid,0,38,Male,Post Graduate,Unmarried,Nashik,MAHARASHTRA,>35,4,767,8,5,2
Paid,0,27,Male,Graduate,Unmarried,Kolluru,ANDHRA PRADESH,25-35,4,565,7,4,3
Paid,0,24,Male,Post Graduate,Unmarried,Indore,MADHYA PRADESH,<25,4,676,4,5,2
Pending Payment,1,29,Male,Graduate,Married,Madurai,Tamil Nadu,25-35,4,649,8,4,4
Pending Payment,1,27,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,607,6,1,3
Paid,0,29,Male,Post Graduate,Unmarried,Mysore,KARNATAKA,25-35,6,582,1,1,3
Paid,0,27,Male,Graduate,Unmarried,Erode,TAMIL NADU,25-35,4,591,1,1,3
Paid,0,37,Male,10th-12th,Unmarried,Aurangabad,MAHARASHTRA,>35,4,607,3,3,1
Paid,0,29,Male,Post Graduate,Married,Ahmadabad City,GUJARAT,25-35,4,708,5,5,2
Paid,0,29,Male,Self Employed,Married,Avadi,TAMIL NADU,25-35,4,638,5,5,2
Paid,0,26,Male,Graduate,Married,Vijayawada (Urban),ANDHRA PRADESH,25-35,3,594,3,5,2
Paid,0,38,Male,Post Graduate,Married,Madurai,Tamil Nadu,>35,6,600,2,1,3
Paid,0,29,Male,Self Employed,Unmarried,NA,MAHARASHTRA,25-35,4,744,8,1,3
Pending Payment,1,30,Male,Post Graduate,Unmarried,Jaipur,RAJASTHAN,25-35,5,588,2,2,3
Paid,0,28,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,5,759,2,2,3
Paid,0,31,Male,Post Graduate,Unmarried,Aurangabad,MAHARASHTRA,25-35,4,792,5,1,2
Paid,0,25,Male,Post Graduate,Unmarried,Vadodara,GUJARAT,25-35,5,783,6,2,2
Paid,0,32,Male,Graduate,Unmarried,Mysore,KARNATAKA,25-35,4,624,2,5,3
Paid,0,33,Male,Self Employed,Married,Madurai South,TAMIL NADU,25-35,6,625,5,5,1
Pending Payment,1,33,Male,Post Graduate,Married,Tondiarpet Fort St George,TAMIL NADU,25-35,4,504,2,4,4
Paid,0,28,Male,Graduate,Married,Mumbai,MAHARASHTRA,25-35,4,674,2,4,3
Paid,0,25,Male,Post Graduate,Unmarried,Vadodara,GUJARAT,25-35,4,564,6,5,2
Paid,0,37,Male,Post Graduate,Married,Nashik,MAHARASHTRA,>35,4,775,2,2,3
Paid,0,38,Male,Post Graduate,Married,Vijayawada (Urban),ANDHRA PRADESH,>35,3,656,4,5,3
Paid,0,28,Female,Graduate,Unmarried,Jogeshwari East,MAHARASHTRA,25-35,5,690,5,1,3
Paid,0,40,Male,Post Graduate,Married,Poonamallee,TAMIL NADU,>35,4,642,8,1,1
Paid,0,29,Male,10th-12th,Unmarried,Salem,TAMIL NADU,25-35,4,778,4,2,3
Paid,0,31,Male,Post Graduate,Unmarried,Kolkata,WEST BENGAL,25-35,4,555,7,5,1
Paid,0,36,Male,Post Graduate,Unmarried,Karvir,MAHARASHTRA,>35,3,755,8,4,2
Paid,0,27,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,3,709,1,3,3
Pending Payment,1,28,Female,Post Graduate,Married,Visakhapatnam (Urban),ANDHRA PRADESH,25-35,4,504,7,5,3
Paid,0,29,Male,Post Graduate,Married,Indore,MADHYA PRADESH,25-35,4,708,2,4,2
Paid,0,40,Male,Graduate,Married,Vijayawada,Andhra Pradesh,>35,5,796,8,5,1
Paid,0,32,Male,Graduate,Married,Bangalore North,KARNATAKA,25-35,4,689,5,2,3
Paid,0,31,Male,Post Graduate,Unmarried,Nagpur,MAHARASHTRA,25-35,4,781,7,4,2
Paid,0,26,Male,Post Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,4,594,2,5,2
Paid,0,24,Male,Post Graduate,Unmarried,NA,TAMIL NADU,<25,4,563,2,1,2
Paid,0,25,Male,10th-12th,Unmarried,Bengaluru,Karnataka,25-35,4,784,1,3,1
Paid,0,33,Male,Self Employed,Unmarried,Ahmadabad City,GUJARAT,25-35,6,709,8,4,1
Paid,0,32,Female,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,768,3,1,2
Paid,0,27,Male,Graduate,Unmarried,Ahmadabad City,GUJARAT,25-35,4,685,6,5,1
Paid,0,24,Male,Post Graduate,Unmarried,Chennai,Tamil Nadu,<25,4,787,4,2,3
Paid,0,34,Male,Post Graduate,Unmarried,Rajkot,GUJARAT,25-35,4,652,1,5,2
Paid,0,36,Male,Post Graduate,Unmarried,Guntur,ANDHRA PRADESH,>35,5,609,8,3,1
Paid,0,23,Male,Post Graduate,Unmarried,Hyderabad,Telangana,<25,4,730,4,1,1
Paid,0,22,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,<25,4,685,2,4,2
Paid,0,31,Male,Post Graduate,Married,Visakhapatnam,ANDHRA PRADESH,25-35,4,671,6,1,3
Paid,0,29,Male,Graduate,Unmarried,Perundurai,TAMIL NADU,25-35,4,569,3,5,3
Paid,0,37,Male,Post Graduate,Unmarried,Visnagar,GUJARAT,>35,4,726,3,5,2
Paid,0,31,Male,Post Graduate,Married,Coimbatore South,TAMIL NADU,25-35,4,577,3,4,2
Paid,0,28,Female,Graduate,Married,Mambalam,TAMIL NADU,25-35,4,751,7,3,3
Paid,0,24,Male,Self Employed,Unmarried,Krishna,ANDHRA PRADESH,<25,4,648,3,5,1
Paid,0,35,Male,10th-12th,Married,Rabale,MAHARASHTRA,25-35,4,678,7,3,1
Paid,0,25,Male,Graduate,Married,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,652,2,4,3
Pending Payment,1,38,Male,Graduate,Unmarried,Indore,MADHYA PRADESH,>35,4,599,2,2,3
Paid,0,23,Male,Graduate,Married,Indore,MADHYA PRADESH,<25,4,654,8,2,3
Pending Payment,1,33,Male,Graduate,Married,Bengaluru,Karnataka,25-35,4,621,2,3,3
Pending Payment,1,32,Male,Post Graduate,Unmarried,Chennai,Tamil Nadu,25-35,5,530,1,2,3
Pending Payment,1,30,Male,Graduate,Unmarried,Dindigul,TAMIL NADU,25-35,4,596,8,4,4
Pending Payment,1,36,Male,Self Employed,Married,Warangal,TELANGANA,>35,5,540,4,5,3
Paid,0,39,Male,Graduate,Unmarried,Thane,MAHARASHTRA,>35,4,553,3,5,2
Pending Payment,1,29,Male,Self Employed,Married,Jaipur,RAJASTHAN,25-35,4,577,1,3,4
Paid,0,32,Male,Post Graduate,Unmarried,Chennai,Tamil Nadu,25-35,5,574,3,1,2
Pending Payment,1,22,Male,Graduate,Unmarried,Indore,MADHYA PRADESH,<25,3,604,8,3,4
Paid,0,32,Male,Self Employed,Married,Huzur,MADHYA PRADESH,25-35,4,785,1,3,1
Paid,0,34,Male,Graduate,Unmarried,Mettur,TAMIL NADU,25-35,4,592,5,1,3
Paid,0,27,Male,Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,4,598,3,1,3
Paid,0,38,Male,Graduate,Unmarried,Hubli,Karnataka,>35,5,619,7,5,2
Paid,0,38,Male,Self Employed,Married,Thane,MAHARASHTRA,>35,6,760,2,3,3
Paid,0,32,Male,Graduate,Unmarried,Guntur,ANDHRA PRADESH,25-35,4,613,5,2,3
Paid,0,31,Male,Post Graduate,Unmarried,Kalyan,MAHARASHTRA,25-35,4,627,1,4,2
Paid,0,25,Male,Graduate,Unmarried,Belgaum,KARNATAKA,25-35,4,639,3,5,2
Paid,0,33,Male,Self Employed,Married,Gangapur,MAHARASHTRA,25-35,4,643,4,3,2
Paid,0,27,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,3,607,5,4,2
Pending Payment,1,28,Male,Graduate,Married,Bangalore North,KARNATAKA,25-35,4,575,3,1,3
Paid,0,29,Male,10th-12th,Unmarried,Kurnool,ANDHRA PRADESH,25-35,4,718,8,1,1
Paid,0,29,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,4,723,4,4,2
Paid,0,27,Male,Post Graduate,Unmarried,Vadipatti,TAMIL NADU,25-35,5,745,5,3,1
Paid,0,33,Female,Post Graduate,Married,Chennai,TAMIL NADU,25-35,4,645,2,4,1
Paid,0,33,Male,Graduate,Unmarried,Tiruppur,TAMIL NADU,25-35,4,797,8,2,1
Paid,0,24,Male,Post Graduate,Unmarried,Warangal,TELANGANA,<25,4,605,5,1,3
Paid,0,26,Female,Self Employed,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,556,3,1,3
Pending Payment,1,35,Male,Graduate,Married,Coimbatore North,TAMIL NADU,25-35,4,518,1,2,4
Paid,0,34,Male,Post Graduate,Unmarried,Chembur,MAHARASHTRA,25-35,4,635,7,4,1
Paid,0,28,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,622,5,5,3
Paid,0,30,Male,Graduate,Married,Rajkot,GUJARAT,25-35,5,691,5,1,2
Paid,0,34,Male,Self Employed,Unmarried,Pune City,MAHARASHTRA,25-35,6,631,3,5,2
Paid,0,36,Male,Post Graduate,Married,NA,MAHARASHTRA,>35,5,587,8,5,1
Paid,0,35,Female,Graduate,Married,Tiruppur,TAMIL NADU,25-35,3,713,8,1,2
Paid,0,27,Male,10th-12th,Unmarried,Bangalore South,KARNATAKA,25-35,4,751,8,2,2
Paid,0,30,Male,Graduate,Unmarried,Guwahati,Assam,25-35,5,612,4,2,3
Pending Payment,1,26,Male,Post Graduate,Unmarried,Mandya,KARNATAKA,25-35,4,584,6,5,4
Paid,0,39,Male,Post Graduate,Unmarried,Bhopal,Madhya Pradesh,>35,5,747,1,3,2
Paid,0,26,Male,Graduate,Married,Tiruppur,TAMIL NADU,25-35,4,683,7,4,3
Paid,0,27,Male,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,5,760,1,1,2
Paid,0,33,Female,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,555,8,1,2
Paid,0,26,Male,Self Employed,Unmarried,Mysore,KARNATAKA,25-35,4,726,5,5,1
Paid,0,30,Male,Graduate,Married,Vellore,TAMIL NADU,25-35,4,589,2,1,2
Pending Payment,1,40,Male,Post Graduate,Married,Mysore,KARNATAKA,>35,4,536,4,1,5
Paid,0,34,Male,Self Employed,Married,Maduravoyal,TAMIL NADU,25-35,5,672,8,4,1
Pending Payment,1,24,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,<25,4,508,3,5,4
Paid,0,28,Male,Post Graduate,Married,Vadodara,GUJARAT,25-35,4,596,3,2,1
Paid,0,33,Male,Graduate,Married,Vadodara,Gujarat,25-35,4,675,3,1,2
Pending Payment,1,28,Male,10th-12th,Unmarried,Tambaram,TAMIL NADU,25-35,4,542,6,1,5
Paid,0,37,Male,Graduate,Unmarried,Bhiwandi,MAHARASHTRA,>35,4,780,8,3,2
Paid,0,26,Male,Post Graduate,Unmarried,Solapur North,MAHARASHTRA,25-35,3,761,3,5,1
Paid,0,30,Male,Post Graduate,Married,Villupuram,TAMIL NADU,25-35,4,594,6,5,1
Paid,0,25,Male,Graduate,Unmarried,Surat City,GUJARAT,25-35,4,684,7,3,2
Paid,0,28,Male,Graduate,Unmarried,Rajkot,GUJARAT,25-35,4,764,7,4,2
Paid,0,24,Male,Post Graduate,Unmarried,Jaipur,RAJASTHAN,<25,4,645,5,5,3
Pending Payment,1,36,Male,Post Graduate,Married,Karur,TAMIL NADU,>35,3,507,8,2,4
Paid,0,22,Male,Graduate,Unmarried,Faridabad,HARYANA,<25,4,559,2,3,3
Paid,0,37,Male,Post Graduate,Married,Ambattur,TAMIL NADU,>35,4,611,7,3,2
Paid,0,26,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,4,780,3,2,3
Paid,0,28,Male,Graduate,Unmarried,Thane,MAHARASHTRA,25-35,4,554,8,3,1
Paid,0,23,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,<25,4,697,5,2,2
Paid,0,28,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,25-35,4,555,1,5,2
Paid,0,36,Male,10th-12th,Married,Vasai,MAHARASHTRA,>35,4,711,5,3,1
Paid,0,27,Male,Post Graduate,Unmarried,NA,TAMIL NADU,25-35,3,653,3,1,2
Paid,0,28,Male,Graduate,Married,Hatkanangle,MAHARASHTRA,25-35,5,685,7,2,2
Paid,0,26,Female,Self Employed,Unmarried,Bangalore South,KARNATAKA,25-35,4,552,2,2,3
Paid,0,37,Male,Self Employed,Married,Hyderabad,Telangana,>35,4,593,5,2,1
Paid,0,26,Male,Post Graduate,Unmarried,Bhokar,MAHARASHTRA,25-35,3,620,2,3,2
Paid,0,25,Male,Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,4,599,4,5,3
Paid,0,35,Male,Post Graduate,Married,Ahmadabad City,GUJARAT,25-35,5,660,5,2,3
Paid,0,36,Male,Post Graduate,Married,Aurangabad,MAHARASHTRA,>35,4,642,1,1,2
Paid,0,29,Male,Self Employed,Unmarried,Hyderabad,Telangana,25-35,4,713,3,1,1
Paid,0,26,Male,Post Graduate,Unmarried,Kota,RAJASTHAN,25-35,4,773,6,4,3
Paid,0,30,Male,Self Employed,Unmarried,Sanganer,RAJASTHAN,25-35,5,620,2,5,2
